question_topic_name,question_grade,question_term,question_unit,question_type1,question_type2,question_filename,question_dataset,question_text
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_41494_161113.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_39043_153680.png,2,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_25880_135585.png,2,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_24833_75663.png,2,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_33261_129130.png,2,
원 그리기,P3,2,03,1,0,P3_2_03_32695_125197.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_24863_82292.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21360_54277.png,2,
직각 알아보기,P3,1,02,1,0,P3_1_02_34285_135700.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23882_69751.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22881_82788.png,2,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_23934_82686.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_24530_83065.png,2,
사각형의 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22776_61960.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_39896_156146.png,2,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22870_73787.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_24534_74051.png,2,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_24882_76096.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_33260_129125.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_40312_157503.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23907_69964.png,2,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_21313_55377.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_39905_156414.png,2,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21336_55914.png,2,
수직,P4,2,04,1,0,P4_2_04_24801_75690.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_24534_74055.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_26194_135495.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21371_54359.png,2,
두 각도의 차 구하기,P4,1,02,1,0,P4_1_02_22740_60796.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23911_82969.png,2,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_33263_129137.png,2,
각의 크기 비교하기,P4,1,02,1,0,P4_1_02_34281_160425.png,2,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_23887_69854.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_39910_157407.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_23389_64451.png,2,
직선 알아보기,P3,1,02,1,0,P3_1_02_25861_135558.png,2,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22869_73775.png,2,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_25877_135880.png,2,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_33253_128910.png,2,
사각형의 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22773_61944.png,2,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_26187_135490.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22889_74043.png,2,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_24886_75866.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_24534_74056.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_24528_73960.png,2,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_24887_75874.png,2,
사각형의 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22782_61994.png,2,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_26183_160971.png,2,
원 그리기,P3,2,03,1,0,P3_2_03_23949_69604.png,2,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_33264_129334.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_41480_161369.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21373_54387.png,2,
삼각형의 세 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_41520_161234.png,2,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22871_73792.png,2,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_26190_135480.png,2,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_41363_160651.png,2,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21333_55898.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_22784_62000.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_24530_74077.png,2,
원 그리기,P3,2,03,1,0,P3_2_03_32700_125273.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21356_54249.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23911_69976.png,2,
수직,P4,2,04,1,0,P4_2_04_33251_128676.png,2,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22798_83029.png,2,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_41494_161123.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21362_54291.png,2,
각 알아보기,P3,1,02,1,0,P3_1_02_25862_160835.png,2,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_24831_75654.png,2,
각의 크기 비교하기,P4,1,02,1,0,P4_1_02_34281_135433.png,2,
사각형의 네 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_22779_61982.png,2,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_40205_157187.png,2,
직선 알아보기,P3,1,02,1,0,P3_1_02_25861_135596.png,2,
삼각형의 세 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_26227_135551.png,2,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22766_61889.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_39905_156413.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_39910_157411.png,2,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_23891_69864.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21370_54348.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23935_70043.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_24860_76488.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23930_70019.png,2,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_26183_160960.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_33260_129126.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_39043_153682.png,2,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22767_61899.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22881_74014.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_41507_161472.png,2,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_23891_82250.png,2,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_24887_75875.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_23390_64458.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23938_70054.png,2,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_40324_157628.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_22746_60852.png,2,
직각 알아보기,P3,1,02,1,0,P3_1_02_34285_135701.png,2,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_26187_161022.png,2,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_23903_69937.png,2,
삼각형의 세 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_41520_161235.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23904_69946.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23882_69755.png,2,
직각 알아보기,P3,1,02,1,0,P3_1_02_34285_135703.png,2,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_41494_161114.png,2,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21336_55917.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_25879_160928.png,2,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_24886_75868.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21362_54295.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_26199_135514.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_25879_160926.png,2,
사각형의 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22776_61966.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_23390_64461.png,2,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22864_73672.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_39896_156145.png,2,
사각형의 네 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_26219_160873.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_33096_127491.png,2,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_41494_161110.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21360_54281.png,2,
각의 크기 비교하기,P4,1,02,1,0,P4_1_02_41369_160721.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_24866_76520.png,2,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_39913_156204.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22886_74022.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21356_54254.png,2,
직각 알아보기,P3,1,02,1,0,P3_1_02_25876_135419.png,2,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_41513_161547.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23877_69731.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23882_69754.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_26205_135524.png,2,
두 각도의 차 구하기,P4,1,02,1,0,P4_1_02_22740_60800.png,2,
각의 크기 비교하기,P4,1,02,1,0,P4_1_02_41369_160723.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_32694_125173.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23882_69753.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23932_82681.png,2,
원 그리기,P3,2,03,1,0,P3_2_03_23943_69564.png,2,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22767_67936.png,2,
직선 알아보기,P3,1,02,1,0,P3_1_02_21283_54141.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_24531_73990.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_41473_161384.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23938_70048.png,2,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_23905_82678.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_23390_64460.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_41473_161385.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_26194_161581.png,2,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_33094_127473.png,2,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_25877_135874.png,2,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_34286_135959.png,2,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22798_73622.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_41507_161476.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21363_54313.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_32693_125163.png,2,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22868_82738.png,2,
각 알아보기,P3,1,02,1,0,P3_1_02_25862_135601.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21367_54324.png,2,
원 그리기,P3,2,03,1,0,P3_2_03_32699_125256.png,2,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_24831_75656.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_22746_68366.png,2,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_33263_129142.png,2,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_34288_160925.png,2,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22767_61901.png,2,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_26179_135464.png,2,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_34283_135457.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22887_74003.png,2,
직선 알아보기,P3,1,02,1,0,P3_1_02_41384_160622.png,2,
직선 알아보기,P3,1,02,1,0,P3_1_02_25861_160826.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_40317_157612.png,2,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_32691_125156.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_39896_156150.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_41510_161539.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21372_54369.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_40312_157500.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_24860_76487.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_24858_76471.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22887_74008.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_39056_153690.png,2,
사각형의 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22782_61992.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23880_82214.png,2,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22762_61886.png,2,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_21313_55375.png,2,
사각형의 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22777_61972.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21360_68138.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21371_54361.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23938_70052.png,2,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_23891_69865.png,2,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21343_55938.png,2,
직각 알아보기,P3,1,02,1,0,P3_1_02_41400_160809.png,2,
두 각도의 차 구하기,P4,1,02,1,0,P4_1_02_22740_60794.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23881_82409.png,2,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22766_61893.png,2,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_34288_135570.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_32693_125162.png,2,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_41515_161225.png,2,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_40320_157616.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_24534_74052.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23881_69748.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_25879_135563.png,2,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_21313_55374.png,2,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_24831_75655.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_24866_82212.png,2,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_24882_82574.png,2,
수직,P4,2,04,1,0,P4_2_04_24801_83114.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_40314_157513.png,2,
원 그리기,P3,2,03,1,0,P3_2_03_32697_125228.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_39030_154357.png,2,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22762_67989.png,2,
삼각형의 세 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_41514_161218.png,2,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_34286_160958.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_26199_135516.png,2,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21336_55915.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22888_73996.png,2,
사각형의 네 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_41515_161224.png,2,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_41513_161552.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_40317_157609.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_39056_153689.png,2,
원 그리기,P3,2,03,1,0,P3_2_03_23949_69600.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23932_70028.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_33096_127492.png,2,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_23903_82421.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_33259_129079.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_41363_160657.png,2,
삼각형의 세 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_26214_160858.png,2,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_34283_160454.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_41507_161471.png,2,
사각형의 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22775_61953.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_23468_64847.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22886_74020.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_22753_60966.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23907_82211.png,2,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22868_73762.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_39902_155835.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_39056_153691.png,2,
각의 크기 비교하기,P4,1,02,1,0,P4_1_02_22662_60281.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_39052_153970.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_41473_161380.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21371_54360.png,2,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_25877_161025.png,2,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_41502_161152.png,2,
직선 알아보기,P3,1,02,1,0,P3_1_02_41384_160623.png,2,
사각형의 네 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_26219_135543.png,2,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_34286_135964.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_39034_154375.png,2,
수직,P4,2,04,1,0,P4_2_04_40199_157254.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_40317_157608.png,2,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_33262_129151.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23925_70012.png,2,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_41515_161223.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_26199_135510.png,2,
사각형의 네 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_26219_135545.png,2,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_33255_129089.png,2,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22870_73784.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_26194_135498.png,2,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_21317_55827.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_39030_154360.png,2,
각 알아보기,P3,1,02,1,0,P3_1_02_34279_160828.png,2,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_40324_157625.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23881_69745.png,2,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_41520_161230.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_24866_76515.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_22746_60850.png,2,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_24887_75872.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_23386_64441.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22887_74006.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_39030_154358.png,2,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_40334_157681.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21363_54312.png,2,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_25880_135580.png,2,
사각형의 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22777_61973.png,2,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_39899_155817.png,2,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_26190_160972.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_26194_135493.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_34287_160907.png,2,
두 각도의 합 구하기,P4,1,02,1,0,P4_1_02_22741_60803.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22887_74009.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_23464_64966.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_34287_135800.png,2,
사각형의 네 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_22779_61983.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23921_70006.png,2,
각의 크기 비교하기,P4,1,02,1,0,P4_1_02_22666_60406.png,2,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22767_61898.png,2,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22782_61988.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_40314_157507.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_24863_76498.png,2,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22766_61890.png,2,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21333_55900.png,2,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22869_73776.png,2,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_24884_76111.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_40312_157502.png,2,
수직,P4,2,04,1,0,P4_2_04_24801_75688.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23925_70009.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_24530_74079.png,2,
수직,P4,2,04,1,0,P4_2_04_40199_157258.png,2,
직선 알아보기,P3,1,02,1,0,P3_1_02_41384_160620.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_23464_64970.png,2,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_21333_55899.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_41475_161373.png,2,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_39039_153980.png,2,
원 그리기,P3,2,03,1,0,P3_2_03_32696_125220.png,2,
수직,P4,2,04,1,0,P4_2_04_33249_128655.png,2,
직각 알아보기,P3,1,02,1,0,P3_1_02_41400_160813.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_22750_60908.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23914_69987.png,2,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22759_61872.png,2,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_39913_156203.png,2,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_22807_82743.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_24530_74082.png,2,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22762_61882.png,2,
두 각도의 합 구하기,P4,1,02,1,0,P4_1_02_22741_67963.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_22768_61905.png,2,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_26190_135482.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_41510_161538.png,2,
삼각형의 세 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_26227_135556.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_26199_135512.png,2,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_26197_135507.png,2,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_23930_70020.png,2,
사각형의 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_22775_61958.png,2,
수직,P4,2,04,1,0,P4_2_04_24802_83107.png,2,
원 그리기,P3,2,03,1,0,P3_2_03_32695_125198.png,2,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_34287_135810.png,2,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_34282_135442.png,2,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_39902_155836.png,2,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_39890_155812.png,2,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_23934_70033.png,2,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_24858_76474.png,2,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_40205_157186.png,2,
